vin,vehicle,vin_lookup_status,category,category_slug,assembly,assembly_title,source_url,illustration_url,illustration_file,status,sha256,bytes,part_count
2C3CCAEG4HH586472,2017 Chrysler 300 C 3.6L V6 Gas,moparamerica_vin_search_failed_trim_inferred_from_nhtsa_and_catalog,rear-seat-adjusters,interior-trim--rear-seats-second-row-adjusters-recliners-shields-and-risers,1,Bushing 32,https://www.moparamerica.com/v-2017-chrysler-300--c--3-6l-v6-gas/interior-trim--rear-seats-second-row-adjusters-recliners-shields-and-risers,https://cdn-illustrations.revolutionparts.io/strapr1/9e8fcfda48805a3ba01923a252f0d08a/4c518f871e071b9aebd4b4dc39739cfb.png,evidence/mopar/illustrations/2C3CCAEG4HH586472/rear-seat-adjusters__assembly-01.png,downloaded,fc5d5b0a985518361649e8b5d9960736f2b1c9491a9c5e20f0c3c2064f13a46a,53225,51
2C3CCAEG4HH586472,2017 Chrysler 300 C 3.6L V6 Gas,moparamerica_vin_search_failed_trim_inferred_from_nhtsa_and_catalog,seat-belts,restraints--seat-belts,1,Seat Belt Extender,https://www.moparamerica.com/v-2017-chrysler-300--c--3-6l-v6-gas/restraints--seat-belts?assembly=1,https://cdn-illustrations.revolutionparts.io/strapr1/5042c1e7d1547f0dc901b8e4fc4b702c/ef03a06b6cf1f8ed74207efc9e40c248.png,evidence/mopar/illustrations/2C3CCAEG4HH586472/seat-belts__assembly-01.png,downloaded,442a58dcf7f089219c54f5b0f4be00d34487bd46f04ba42380eaafa71d0499df,18261,17
2C3CCAEG4HH586472,2017 Chrysler 300 C 3.6L V6 Gas,moparamerica_vin_search_failed_trim_inferred_from_nhtsa_and_catalog,seat-belts,restraints--seat-belts,2,Retractor Seat Belt,https://www.moparamerica.com/v-2017-chrysler-300--c--3-6l-v6-gas/restraints--seat-belts?assembly=2,https://cdn-illustrations.revolutionparts.io/strapr1/6ca97e5c36c8929a345953fbe231b783/5384fd44589f85f73e63e4b4876f2ccc.png,evidence/mopar/illustrations/2C3CCAEG4HH586472/seat-belts__assembly-02.png,downloaded,b41752c0206ee09dbcf03ee9da0c89f4796d954e978acaceadbf978f7e20b598,22207,17
2C3CCAEG4HH586472,2017 Chrysler 300 C 3.6L V6 Gas,moparamerica_vin_search_failed_trim_inferred_from_nhtsa_and_catalog,air-bags,restraints--air-bags,1,Screw,https://www.moparamerica.com/v-2017-chrysler-300--c--3-6l-v6-gas/restraints--air-bags?assembly=1,https://cdn-illustrations.revolutionparts.io/strapr1/8b324dff34278cb182291352dca5b71e/e2b3974a96b6388645a2206f720f25cd.png,evidence/mopar/illustrations/2C3CCAEG4HH586472/air-bags__assembly-01.png,downloaded,979485852b6e79bca48448b84f256b68956781e0aa4bd4b86fe02a039d014c5c,42792,17
2C3CCAEG4HH586472,2017 Chrysler 300 C 3.6L V6 Gas,moparamerica_vin_search_failed_trim_inferred_from_nhtsa_and_catalog,air-bags,restraints--air-bags,2,"Side Curtain Air Bag, Left",https://www.moparamerica.com/v-2017-chrysler-300--c--3-6l-v6-gas/restraints--air-bags?assembly=2,https://cdn-illustrations.revolutionparts.io/strapr1/834e04fabb2253e9ff73f7b9998c16e2/105af1f6239c13bdc5c857fa16027e60.png,evidence/mopar/illustrations/2C3CCAEG4HH586472/air-bags__assembly-02.png,downloaded,4261430c99e5f967ae6982130c0628450f053f4c7f2eaa04ecc82d9912222502,45726,14
2C3CCAEG4HH586472,2017 Chrysler 300 C 3.6L V6 Gas,moparamerica_vin_search_failed_trim_inferred_from_nhtsa_and_catalog,air-bags,restraints--air-bags,3,Passenger Air Bag,https://www.moparamerica.com/v-2017-chrysler-300--c--3-6l-v6-gas/restraints--air-bags?assembly=3,https://cdn-illustrations.revolutionparts.io/strapr1/b8005b3322ee451ecef279a79a42858c/1e34848cc641240a3f1e29f0c6f641da.png,evidence/mopar/illustrations/2C3CCAEG4HH586472/air-bags__assembly-03.png,downloaded,15ccc80b2f8b292cf0ddf9874a93ec15f7f70a26f7eec3cf47e7ef081e074de1,32165,9
2C3CCAEG4HH586472,2017 Chrysler 300 C 3.6L V6 Gas,moparamerica_vin_search_failed_trim_inferred_from_nhtsa_and_catalog,steering-column,steering--steering-column-and-intermediate-shaft,1,Steering Column 19,https://www.moparamerica.com/v-2017-chrysler-300--c--3-6l-v6-gas/steering--steering-column-and-intermediate-shaft,https://cdn-illustrations.revolutionparts.io/strapr1/7dd06fb208b738ba03e9fffd0aa15a52/0781ceabd0885f58c2aece92404d49a3.png,evidence/mopar/illustrations/2C3CCAEG4HH586472/steering-column__assembly-01.png,downloaded,ee52568ce7894570f8907540c1317dee376a0c23fa626062706b6cb28b25729c,25645,24
2C3CCAEG4HH586472,2017 Chrysler 300 C 3.6L V6 Gas,moparamerica_vin_search_failed_trim_inferred_from_nhtsa_and_catalog,steering-wheel,steering--steering-wheel,1,Steering Wheel,https://www.moparamerica.com/v-2017-chrysler-300--c--3-6l-v6-gas/steering--steering-wheel?assembly=1,https://cdn-illustrations.revolutionparts.io/strapr1/04146750f42e6b35a6ac92b7cf22fef7/01624531727dd23119378b3798a9ce3d.png,evidence/mopar/illustrations/2C3CCAEG4HH586472/steering-wheel__assembly-01.png,downloaded,6e6f454a15cd174448533c05c6866ae0750485a615f39951693f806dc7309e2d,31501,23
2C3CCAEG4HH586472,2017 Chrysler 300 C 3.6L V6 Gas,moparamerica_vin_search_failed_trim_inferred_from_nhtsa_and_catalog,steering-wheel,steering--steering-wheel,2,Steering Wheel,https://www.moparamerica.com/v-2017-chrysler-300--c--3-6l-v6-gas/steering--steering-wheel?assembly=2,https://cdn-illustrations.revolutionparts.io/strapr1/dee7524895c6c942df58322a1adaf39b/bf2b0a0971bed32dec6ce5cb2a7c8d78.png,evidence/mopar/illustrations/2C3CCAEG4HH586472/steering-wheel__assembly-02.png,downloaded,acc65af7b4ec98e0f85e25692bd8bf16b83a1be2f24e2a9afba8a78badf2c43c,39427,15
2C3CCAEG4HH586472,2017 Chrysler 300 C 3.6L V6 Gas,moparamerica_vin_search_failed_trim_inferred_from_nhtsa_and_catalog,instrument-panel,interior-trim--instrument-panel,1,"Instrument Panel Closeout Panel, Left, Inboard 122",https://www.moparamerica.com/v-2017-chrysler-300--c--3-6l-v6-gas/interior-trim--instrument-panel,https://cdn-illustrations.revolutionparts.io/strapr1/aeae30ec3b8f716f53a3cc1b2919fd46/562905e844d04820713ca01bf6fc5c67.png,evidence/mopar/illustrations/2C3CCAEG4HH586472/instrument-panel__assembly-01.png,downloaded,a016a297c7c29d537e79df51d1c92b80efc951ef5cacd8c2772723e9efefc8d8,67971,117
