category,normalized_part_number,descriptions,challenger_variants,charger_variants,challenger_part_numbers,charger_part_numbers,challenger_sources,charger_sources
rear-seat-adjusters,4628848AB,Seat Back Latch Striker,R/T 5.7L | R/T Scat Pack 6.4L | SRT 392 6.4L | SXT 3.6L,R/T 5.7L | SRT 392 6.4L,4628848AB,4628848AB,https://www.moparamerica.com/v-2017-dodge-challenger--r-t--5-7l-v8-gas/interior-trim--rear-seats-second-row-adjusters-recliners-shields-and-risers | https://www.moparamerica.com/v-2017-dodge-challenger--r-t-scat-pack--6-4l-v8-gas/interior-trim--rear-seats-second-row-adjusters-recliners-shields-and-risers | https://www.moparamerica.com/v-2017-dodge-challenger--srt-392--6-4l-v8-gas/interior-trim--rear-seats-second-row-adjusters-recliners-shields-and-risers | https://www.moparamerica.com/v-2017-dodge-challenger--sxt--3-6l-v6-gas/interior-trim--rear-seats-second-row-adjusters-recliners-shields-and-risers,https://www.moparamerica.com/v-2017-dodge-charger--r-t--5-7l-v8-gas/interior-trim--rear-seats-second-row-adjusters-recliners-shields-and-risers | https://www.moparamerica.com/v-2017-dodge-charger--srt-392--6-4l-v8-gas/interior-trim--rear-seats-second-row-adjusters-recliners-shields-and-risers
rear-seat-adjusters,4645939AB,Seat Cushion Retainer,R/T 5.7L | R/T Scat Pack 6.4L | SRT 392 6.4L | SXT 3.6L,R/T 5.7L | SRT 392 6.4L,4645939AB,4645939AB,https://www.moparamerica.com/v-2017-dodge-challenger--r-t--5-7l-v8-gas/interior-trim--rear-seats-second-row-adjusters-recliners-shields-and-risers | https://www.moparamerica.com/v-2017-dodge-challenger--r-t-scat-pack--6-4l-v8-gas/interior-trim--rear-seats-second-row-adjusters-recliners-shields-and-risers | https://www.moparamerica.com/v-2017-dodge-challenger--srt-392--6-4l-v8-gas/interior-trim--rear-seats-second-row-adjusters-recliners-shields-and-risers | https://www.moparamerica.com/v-2017-dodge-challenger--sxt--3-6l-v6-gas/interior-trim--rear-seats-second-row-adjusters-recliners-shields-and-risers,https://www.moparamerica.com/v-2017-dodge-charger--r-t--5-7l-v8-gas/interior-trim--rear-seats-second-row-adjusters-recliners-shields-and-risers | https://www.moparamerica.com/v-2017-dodge-charger--srt-392--6-4l-v8-gas/interior-trim--rear-seats-second-row-adjusters-recliners-shields-and-risers
rear-seat-adjusters,6502724,Hex Flange Nut,R/T 5.7L | R/T Scat Pack 6.4L | SRT 392 6.4L | SXT 3.6L,R/T 5.7L | SRT 392 6.4L,6502724,6502724,https://www.moparamerica.com/v-2017-dodge-challenger--r-t--5-7l-v8-gas/interior-trim--rear-seats-second-row-adjusters-recliners-shields-and-risers | https://www.moparamerica.com/v-2017-dodge-challenger--r-t-scat-pack--6-4l-v8-gas/interior-trim--rear-seats-second-row-adjusters-recliners-shields-and-risers | https://www.moparamerica.com/v-2017-dodge-challenger--srt-392--6-4l-v8-gas/interior-trim--rear-seats-second-row-adjusters-recliners-shields-and-risers | https://www.moparamerica.com/v-2017-dodge-challenger--sxt--3-6l-v6-gas/interior-trim--rear-seats-second-row-adjusters-recliners-shields-and-risers,https://www.moparamerica.com/v-2017-dodge-charger--r-t--5-7l-v8-gas/interior-trim--rear-seats-second-row-adjusters-recliners-shields-and-risers | https://www.moparamerica.com/v-2017-dodge-charger--srt-392--6-4l-v8-gas/interior-trim--rear-seats-second-row-adjusters-recliners-shields-and-risers
rear-seat-adjusters,6506220AA,Hex Flange Head Screw,R/T 5.7L | R/T Scat Pack 6.4L | SRT 392 6.4L | SXT 3.6L,R/T 5.7L | SRT 392 6.4L,6506220AA,6506220AA,https://www.moparamerica.com/v-2017-dodge-challenger--r-t--5-7l-v8-gas/interior-trim--rear-seats-second-row-adjusters-recliners-shields-and-risers | https://www.moparamerica.com/v-2017-dodge-challenger--r-t-scat-pack--6-4l-v8-gas/interior-trim--rear-seats-second-row-adjusters-recliners-shields-and-risers | https://www.moparamerica.com/v-2017-dodge-challenger--srt-392--6-4l-v8-gas/interior-trim--rear-seats-second-row-adjusters-recliners-shields-and-risers | https://www.moparamerica.com/v-2017-dodge-challenger--sxt--3-6l-v6-gas/interior-trim--rear-seats-second-row-adjusters-recliners-shields-and-risers,https://www.moparamerica.com/v-2017-dodge-charger--r-t--5-7l-v8-gas/interior-trim--rear-seats-second-row-adjusters-recliners-shields-and-risers | https://www.moparamerica.com/v-2017-dodge-charger--srt-392--6-4l-v8-gas/interior-trim--rear-seats-second-row-adjusters-recliners-shields-and-risers
rear-seat-adjusters,68110212AA,Seat Bracket,R/T 5.7L | R/T Scat Pack 6.4L | SRT 392 6.4L | SXT 3.6L,R/T 5.7L | SRT 392 6.4L,68110212AA,68110212AA,https://www.moparamerica.com/v-2017-dodge-challenger--r-t--5-7l-v8-gas/interior-trim--rear-seats-second-row-adjusters-recliners-shields-and-risers | https://www.moparamerica.com/v-2017-dodge-challenger--r-t-scat-pack--6-4l-v8-gas/interior-trim--rear-seats-second-row-adjusters-recliners-shields-and-risers | https://www.moparamerica.com/v-2017-dodge-challenger--srt-392--6-4l-v8-gas/interior-trim--rear-seats-second-row-adjusters-recliners-shields-and-risers | https://www.moparamerica.com/v-2017-dodge-challenger--sxt--3-6l-v6-gas/interior-trim--rear-seats-second-row-adjusters-recliners-shields-and-risers,https://www.moparamerica.com/v-2017-dodge-charger--r-t--5-7l-v8-gas/interior-trim--rear-seats-second-row-adjusters-recliners-shields-and-risers | https://www.moparamerica.com/v-2017-dodge-charger--srt-392--6-4l-v8-gas/interior-trim--rear-seats-second-row-adjusters-recliners-shields-and-risers
rear-seat-adjusters,68110213AA,Seat Bracket,R/T 5.7L | R/T Scat Pack 6.4L | SRT 392 6.4L | SXT 3.6L,R/T 5.7L | SRT 392 6.4L,68110213AA,68110213AA,https://www.moparamerica.com/v-2017-dodge-challenger--r-t--5-7l-v8-gas/interior-trim--rear-seats-second-row-adjusters-recliners-shields-and-risers | https://www.moparamerica.com/v-2017-dodge-challenger--r-t-scat-pack--6-4l-v8-gas/interior-trim--rear-seats-second-row-adjusters-recliners-shields-and-risers | https://www.moparamerica.com/v-2017-dodge-challenger--srt-392--6-4l-v8-gas/interior-trim--rear-seats-second-row-adjusters-recliners-shields-and-risers | https://www.moparamerica.com/v-2017-dodge-challenger--sxt--3-6l-v6-gas/interior-trim--rear-seats-second-row-adjusters-recliners-shields-and-risers,https://www.moparamerica.com/v-2017-dodge-charger--r-t--5-7l-v8-gas/interior-trim--rear-seats-second-row-adjusters-recliners-shields-and-risers | https://www.moparamerica.com/v-2017-dodge-charger--srt-392--6-4l-v8-gas/interior-trim--rear-seats-second-row-adjusters-recliners-shields-and-risers
rear-seat-adjusters,68110214AA,Seat Bracket,R/T 5.7L | R/T Scat Pack 6.4L | SRT 392 6.4L | SXT 3.6L,R/T 5.7L | SRT 392 6.4L,68110214AA,68110214AA,https://www.moparamerica.com/v-2017-dodge-challenger--r-t--5-7l-v8-gas/interior-trim--rear-seats-second-row-adjusters-recliners-shields-and-risers | https://www.moparamerica.com/v-2017-dodge-challenger--r-t-scat-pack--6-4l-v8-gas/interior-trim--rear-seats-second-row-adjusters-recliners-shields-and-risers | https://www.moparamerica.com/v-2017-dodge-challenger--srt-392--6-4l-v8-gas/interior-trim--rear-seats-second-row-adjusters-recliners-shields-and-risers | https://www.moparamerica.com/v-2017-dodge-challenger--sxt--3-6l-v6-gas/interior-trim--rear-seats-second-row-adjusters-recliners-shields-and-risers,https://www.moparamerica.com/v-2017-dodge-charger--r-t--5-7l-v8-gas/interior-trim--rear-seats-second-row-adjusters-recliners-shields-and-risers | https://www.moparamerica.com/v-2017-dodge-charger--srt-392--6-4l-v8-gas/interior-trim--rear-seats-second-row-adjusters-recliners-shields-and-risers
rear-seat-adjusters,68110232AA,Seat Latch,R/T 5.7L | R/T Scat Pack 6.4L | SRT 392 6.4L | SXT 3.6L,R/T 5.7L | SRT 392 6.4L,68110232AA,68110232AA,https://www.moparamerica.com/v-2017-dodge-challenger--r-t--5-7l-v8-gas/interior-trim--rear-seats-second-row-adjusters-recliners-shields-and-risers | https://www.moparamerica.com/v-2017-dodge-challenger--r-t-scat-pack--6-4l-v8-gas/interior-trim--rear-seats-second-row-adjusters-recliners-shields-and-risers | https://www.moparamerica.com/v-2017-dodge-challenger--srt-392--6-4l-v8-gas/interior-trim--rear-seats-second-row-adjusters-recliners-shields-and-risers | https://www.moparamerica.com/v-2017-dodge-challenger--sxt--3-6l-v6-gas/interior-trim--rear-seats-second-row-adjusters-recliners-shields-and-risers,https://www.moparamerica.com/v-2017-dodge-charger--r-t--5-7l-v8-gas/interior-trim--rear-seats-second-row-adjusters-recliners-shields-and-risers | https://www.moparamerica.com/v-2017-dodge-charger--srt-392--6-4l-v8-gas/interior-trim--rear-seats-second-row-adjusters-recliners-shields-and-risers
rear-seat-adjusters,68110233AA,Bushing,R/T 5.7L | R/T Scat Pack 6.4L | SRT 392 6.4L | SXT 3.6L,R/T 5.7L | SRT 392 6.4L,68110233AA,68110233AA,https://www.moparamerica.com/v-2017-dodge-challenger--r-t--5-7l-v8-gas/interior-trim--rear-seats-second-row-adjusters-recliners-shields-and-risers | https://www.moparamerica.com/v-2017-dodge-challenger--r-t-scat-pack--6-4l-v8-gas/interior-trim--rear-seats-second-row-adjusters-recliners-shields-and-risers | https://www.moparamerica.com/v-2017-dodge-challenger--srt-392--6-4l-v8-gas/interior-trim--rear-seats-second-row-adjusters-recliners-shields-and-risers | https://www.moparamerica.com/v-2017-dodge-challenger--sxt--3-6l-v6-gas/interior-trim--rear-seats-second-row-adjusters-recliners-shields-and-risers,https://www.moparamerica.com/v-2017-dodge-charger--r-t--5-7l-v8-gas/interior-trim--rear-seats-second-row-adjusters-recliners-shields-and-risers | https://www.moparamerica.com/v-2017-dodge-charger--srt-392--6-4l-v8-gas/interior-trim--rear-seats-second-row-adjusters-recliners-shields-and-risers
rear-seat-adjusters,68193479AA,Lock Nut,R/T 5.7L | R/T Scat Pack 6.4L | SRT 392 6.4L | SXT 3.6L,R/T 5.7L | SRT 392 6.4L,68193479AA,68193479AA,https://www.moparamerica.com/v-2017-dodge-challenger--r-t--5-7l-v8-gas/interior-trim--rear-seats-second-row-adjusters-recliners-shields-and-risers | https://www.moparamerica.com/v-2017-dodge-challenger--r-t-scat-pack--6-4l-v8-gas/interior-trim--rear-seats-second-row-adjusters-recliners-shields-and-risers | https://www.moparamerica.com/v-2017-dodge-challenger--srt-392--6-4l-v8-gas/interior-trim--rear-seats-second-row-adjusters-recliners-shields-and-risers | https://www.moparamerica.com/v-2017-dodge-challenger--sxt--3-6l-v6-gas/interior-trim--rear-seats-second-row-adjusters-recliners-shields-and-risers,https://www.moparamerica.com/v-2017-dodge-charger--r-t--5-7l-v8-gas/interior-trim--rear-seats-second-row-adjusters-recliners-shields-and-risers | https://www.moparamerica.com/v-2017-dodge-charger--srt-392--6-4l-v8-gas/interior-trim--rear-seats-second-row-adjusters-recliners-shields-and-risers
air-bags,56054085AA,Acceleration Sensor,R/T 5.7L | R/T Scat Pack 6.4L | SRT 392 6.4L | SXT 3.6L,R/T 5.7L | SRT 392 6.4L,56054085AA,56054085AA,https://www.moparamerica.com/v-2017-dodge-challenger--r-t--5-7l-v8-gas/restraints--air-bags | https://www.moparamerica.com/v-2017-dodge-challenger--r-t-scat-pack--6-4l-v8-gas/restraints--air-bags | https://www.moparamerica.com/v-2017-dodge-challenger--srt-392--6-4l-v8-gas/restraints--air-bags | https://www.moparamerica.com/v-2017-dodge-challenger--sxt--3-6l-v6-gas/restraints--air-bags,https://www.moparamerica.com/v-2017-dodge-charger--r-t--5-7l-v8-gas/restraints--air-bags | https://www.moparamerica.com/v-2017-dodge-charger--srt-392--6-4l-v8-gas/restraints--air-bags
air-bags,5LB70DX9AH,Steering Column Module,R/T 5.7L | R/T Scat Pack 6.4L | SRT 392 6.4L | SXT 3.6L,R/T 5.7L | SRT 392 6.4L,5LB70DX9AH,5LB70DX9AH,https://www.moparamerica.com/v-2017-dodge-challenger--r-t--5-7l-v8-gas/restraints--air-bags | https://www.moparamerica.com/v-2017-dodge-challenger--r-t-scat-pack--6-4l-v8-gas/restraints--air-bags | https://www.moparamerica.com/v-2017-dodge-challenger--srt-392--6-4l-v8-gas/restraints--air-bags | https://www.moparamerica.com/v-2017-dodge-challenger--sxt--3-6l-v6-gas/restraints--air-bags,https://www.moparamerica.com/v-2017-dodge-charger--r-t--5-7l-v8-gas/restraints--air-bags | https://www.moparamerica.com/v-2017-dodge-charger--srt-392--6-4l-v8-gas/restraints--air-bags
air-bags,5LB71DX9AI,Steering Column Module,R/T 5.7L | R/T Scat Pack 6.4L | SRT 392 6.4L | SXT 3.6L,R/T 5.7L | SRT 392 6.4L,5LB71DX9AI,5LB71DX9AI,https://www.moparamerica.com/v-2017-dodge-challenger--r-t--5-7l-v8-gas/restraints--air-bags | https://www.moparamerica.com/v-2017-dodge-challenger--r-t-scat-pack--6-4l-v8-gas/restraints--air-bags | https://www.moparamerica.com/v-2017-dodge-challenger--srt-392--6-4l-v8-gas/restraints--air-bags | https://www.moparamerica.com/v-2017-dodge-challenger--sxt--3-6l-v6-gas/restraints--air-bags,https://www.moparamerica.com/v-2017-dodge-charger--r-t--5-7l-v8-gas/restraints--air-bags | https://www.moparamerica.com/v-2017-dodge-charger--srt-392--6-4l-v8-gas/restraints--air-bags
air-bags,5LB72DX9AH,Steering Column Module,R/T 5.7L | R/T Scat Pack 6.4L | SRT 392 6.4L | SXT 3.6L,R/T 5.7L | SRT 392 6.4L,5LB72DX9AH,5LB72DX9AH,https://www.moparamerica.com/v-2017-dodge-challenger--r-t--5-7l-v8-gas/restraints--air-bags | https://www.moparamerica.com/v-2017-dodge-challenger--r-t-scat-pack--6-4l-v8-gas/restraints--air-bags | https://www.moparamerica.com/v-2017-dodge-challenger--srt-392--6-4l-v8-gas/restraints--air-bags | https://www.moparamerica.com/v-2017-dodge-challenger--sxt--3-6l-v6-gas/restraints--air-bags,https://www.moparamerica.com/v-2017-dodge-charger--r-t--5-7l-v8-gas/restraints--air-bags | https://www.moparamerica.com/v-2017-dodge-charger--srt-392--6-4l-v8-gas/restraints--air-bags
air-bags,5LB73DX9AH,Steering Column Module,R/T 5.7L | R/T Scat Pack 6.4L | SRT 392 6.4L | SXT 3.6L,R/T 5.7L | SRT 392 6.4L,5LB73DX9AH,5LB73DX9AH,https://www.moparamerica.com/v-2017-dodge-challenger--r-t--5-7l-v8-gas/restraints--air-bags | https://www.moparamerica.com/v-2017-dodge-challenger--r-t-scat-pack--6-4l-v8-gas/restraints--air-bags | https://www.moparamerica.com/v-2017-dodge-challenger--srt-392--6-4l-v8-gas/restraints--air-bags | https://www.moparamerica.com/v-2017-dodge-challenger--sxt--3-6l-v6-gas/restraints--air-bags,https://www.moparamerica.com/v-2017-dodge-charger--r-t--5-7l-v8-gas/restraints--air-bags | https://www.moparamerica.com/v-2017-dodge-charger--srt-392--6-4l-v8-gas/restraints--air-bags
air-bags,6510026AA,Screw,R/T 5.7L | R/T Scat Pack 6.4L | SRT 392 6.4L | SXT 3.6L,R/T 5.7L | SRT 392 6.4L,6510026AA,6510026AA,https://www.moparamerica.com/v-2017-dodge-challenger--r-t--5-7l-v8-gas/restraints--air-bags | https://www.moparamerica.com/v-2017-dodge-challenger--r-t-scat-pack--6-4l-v8-gas/restraints--air-bags | https://www.moparamerica.com/v-2017-dodge-challenger--srt-392--6-4l-v8-gas/restraints--air-bags | https://www.moparamerica.com/v-2017-dodge-challenger--sxt--3-6l-v6-gas/restraints--air-bags,https://www.moparamerica.com/v-2017-dodge-charger--r-t--5-7l-v8-gas/restraints--air-bags | https://www.moparamerica.com/v-2017-dodge-charger--srt-392--6-4l-v8-gas/restraints--air-bags
seat-belts,5135197AA,Seat Belt Extender,R/T 5.7L | R/T Scat Pack 6.4L | SRT 392 6.4L | SXT 3.6L,R/T 5.7L | SRT 392 6.4L,5135197AA,5135197AA,https://www.moparamerica.com/v-2017-dodge-challenger--r-t--5-7l-v8-gas/restraints--seat-belts | https://www.moparamerica.com/v-2017-dodge-challenger--r-t-scat-pack--6-4l-v8-gas/restraints--seat-belts | https://www.moparamerica.com/v-2017-dodge-challenger--srt-392--6-4l-v8-gas/restraints--seat-belts | https://www.moparamerica.com/v-2017-dodge-challenger--sxt--3-6l-v6-gas/restraints--seat-belts,https://www.moparamerica.com/v-2017-dodge-charger--r-t--5-7l-v8-gas/restraints--seat-belts | https://www.moparamerica.com/v-2017-dodge-charger--srt-392--6-4l-v8-gas/restraints--seat-belts
seat-belts,6105124AA,Pan Head Screw,R/T 5.7L | R/T Scat Pack 6.4L | SRT 392 6.4L | SXT 3.6L,R/T 5.7L | SRT 392 6.4L,6105124AA,6105124AA,https://www.moparamerica.com/v-2017-dodge-challenger--r-t--5-7l-v8-gas/restraints--seat-belts | https://www.moparamerica.com/v-2017-dodge-challenger--r-t-scat-pack--6-4l-v8-gas/restraints--seat-belts | https://www.moparamerica.com/v-2017-dodge-challenger--srt-392--6-4l-v8-gas/restraints--seat-belts | https://www.moparamerica.com/v-2017-dodge-challenger--sxt--3-6l-v6-gas/restraints--seat-belts,https://www.moparamerica.com/v-2017-dodge-charger--r-t--5-7l-v8-gas/restraints--seat-belts | https://www.moparamerica.com/v-2017-dodge-charger--srt-392--6-4l-v8-gas/restraints--seat-belts
seat-belts,6ET081X9AB,Front Inner Seat Belt Right,R/T 5.7L | R/T Scat Pack 6.4L | SRT 392 6.4L | SXT 3.6L,R/T 5.7L | SRT 392 6.4L,6ET081X9AB,6ET081X9AB,https://www.moparamerica.com/v-2017-dodge-challenger--r-t--5-7l-v8-gas/restraints--seat-belts | https://www.moparamerica.com/v-2017-dodge-challenger--r-t-scat-pack--6-4l-v8-gas/restraints--seat-belts | https://www.moparamerica.com/v-2017-dodge-challenger--srt-392--6-4l-v8-gas/restraints--seat-belts | https://www.moparamerica.com/v-2017-dodge-challenger--sxt--3-6l-v6-gas/restraints--seat-belts,https://www.moparamerica.com/v-2017-dodge-charger--r-t--5-7l-v8-gas/restraints--seat-belts | https://www.moparamerica.com/v-2017-dodge-charger--srt-392--6-4l-v8-gas/restraints--seat-belts
seat-belts,6ET091X9AB,Front Inner Seat Belt Left,R/T 5.7L | R/T Scat Pack 6.4L | SRT 392 6.4L | SXT 3.6L,R/T 5.7L | SRT 392 6.4L,6ET091X9AB,6ET091X9AB,https://www.moparamerica.com/v-2017-dodge-challenger--r-t--5-7l-v8-gas/restraints--seat-belts | https://www.moparamerica.com/v-2017-dodge-challenger--r-t-scat-pack--6-4l-v8-gas/restraints--seat-belts | https://www.moparamerica.com/v-2017-dodge-challenger--srt-392--6-4l-v8-gas/restraints--seat-belts | https://www.moparamerica.com/v-2017-dodge-challenger--sxt--3-6l-v6-gas/restraints--seat-belts,https://www.moparamerica.com/v-2017-dodge-charger--r-t--5-7l-v8-gas/restraints--seat-belts | https://www.moparamerica.com/v-2017-dodge-charger--srt-392--6-4l-v8-gas/restraints--seat-belts
steering-column,55057336AC,Steering Coupling,R/T Scat Pack 6.4L | SRT 392 6.4L,SRT 392 6.4L,55057336AC,55057336AC,https://www.moparamerica.com/v-2017-dodge-challenger--r-t-scat-pack--6-4l-v8-gas/steering--steering-column-and-intermediate-shaft | https://www.moparamerica.com/v-2017-dodge-challenger--srt-392--6-4l-v8-gas/steering--steering-column-and-intermediate-shaft,https://www.moparamerica.com/v-2017-dodge-charger--srt-392--6-4l-v8-gas/steering--steering-column-and-intermediate-shaft
steering-column,55057340AB,Steering Coupling,R/T 5.7L | SXT 3.6L,R/T 5.7L,55057340AB,55057340AB,https://www.moparamerica.com/v-2017-dodge-challenger--r-t--5-7l-v8-gas/steering--steering-column-and-intermediate-shaft | https://www.moparamerica.com/v-2017-dodge-challenger--sxt--3-6l-v6-gas/steering--steering-column-and-intermediate-shaft,https://www.moparamerica.com/v-2017-dodge-charger--r-t--5-7l-v8-gas/steering--steering-column-and-intermediate-shaft
steering-column,6104386AA,Hex Head Bolt And Washer,R/T 5.7L | R/T Scat Pack 6.4L | SRT 392 6.4L | SXT 3.6L,R/T 5.7L | SRT 392 6.4L,6104386AA,6104386AA,https://www.moparamerica.com/v-2017-dodge-challenger--r-t--5-7l-v8-gas/steering--steering-column-and-intermediate-shaft | https://www.moparamerica.com/v-2017-dodge-challenger--r-t-scat-pack--6-4l-v8-gas/steering--steering-column-and-intermediate-shaft | https://www.moparamerica.com/v-2017-dodge-challenger--srt-392--6-4l-v8-gas/steering--steering-column-and-intermediate-shaft | https://www.moparamerica.com/v-2017-dodge-challenger--sxt--3-6l-v6-gas/steering--steering-column-and-intermediate-shaft,https://www.moparamerica.com/v-2017-dodge-charger--r-t--5-7l-v8-gas/steering--steering-column-and-intermediate-shaft | https://www.moparamerica.com/v-2017-dodge-charger--srt-392--6-4l-v8-gas/steering--steering-column-and-intermediate-shaft
steering-column,6104406AA,Hex Head Screw And Washer,R/T 5.7L | R/T Scat Pack 6.4L | SRT 392 6.4L | SXT 3.6L,R/T 5.7L | SRT 392 6.4L,6104406AA,6104406AA,https://www.moparamerica.com/v-2017-dodge-challenger--r-t--5-7l-v8-gas/steering--steering-column-and-intermediate-shaft | https://www.moparamerica.com/v-2017-dodge-challenger--r-t-scat-pack--6-4l-v8-gas/steering--steering-column-and-intermediate-shaft | https://www.moparamerica.com/v-2017-dodge-challenger--srt-392--6-4l-v8-gas/steering--steering-column-and-intermediate-shaft | https://www.moparamerica.com/v-2017-dodge-challenger--sxt--3-6l-v6-gas/steering--steering-column-and-intermediate-shaft,https://www.moparamerica.com/v-2017-dodge-charger--r-t--5-7l-v8-gas/steering--steering-column-and-intermediate-shaft | https://www.moparamerica.com/v-2017-dodge-charger--srt-392--6-4l-v8-gas/steering--steering-column-and-intermediate-shaft
steering-column,6104709AA,Hex Flange Nut,R/T 5.7L | R/T Scat Pack 6.4L | SRT 392 6.4L | SXT 3.6L,R/T 5.7L | SRT 392 6.4L,6104709AA,6104709AA,https://www.moparamerica.com/v-2017-dodge-challenger--r-t--5-7l-v8-gas/steering--steering-column-and-intermediate-shaft | https://www.moparamerica.com/v-2017-dodge-challenger--r-t-scat-pack--6-4l-v8-gas/steering--steering-column-and-intermediate-shaft | https://www.moparamerica.com/v-2017-dodge-challenger--srt-392--6-4l-v8-gas/steering--steering-column-and-intermediate-shaft | https://www.moparamerica.com/v-2017-dodge-challenger--sxt--3-6l-v6-gas/steering--steering-column-and-intermediate-shaft,https://www.moparamerica.com/v-2017-dodge-charger--r-t--5-7l-v8-gas/steering--steering-column-and-intermediate-shaft | https://www.moparamerica.com/v-2017-dodge-charger--srt-392--6-4l-v8-gas/steering--steering-column-and-intermediate-shaft
steering-column,6104716AA,Hex Flange Nut,R/T 5.7L | R/T Scat Pack 6.4L | SRT 392 6.4L | SXT 3.6L,R/T 5.7L | SRT 392 6.4L,6104716AA,6104716AA,https://www.moparamerica.com/v-2017-dodge-challenger--r-t--5-7l-v8-gas/steering--steering-column-and-intermediate-shaft | https://www.moparamerica.com/v-2017-dodge-challenger--r-t-scat-pack--6-4l-v8-gas/steering--steering-column-and-intermediate-shaft | https://www.moparamerica.com/v-2017-dodge-challenger--srt-392--6-4l-v8-gas/steering--steering-column-and-intermediate-shaft | https://www.moparamerica.com/v-2017-dodge-challenger--sxt--3-6l-v6-gas/steering--steering-column-and-intermediate-shaft,https://www.moparamerica.com/v-2017-dodge-charger--r-t--5-7l-v8-gas/steering--steering-column-and-intermediate-shaft | https://www.moparamerica.com/v-2017-dodge-charger--srt-392--6-4l-v8-gas/steering--steering-column-and-intermediate-shaft
steering-column,6506950AA,Hex Flange Head Locking Bolt,R/T 5.7L | R/T Scat Pack 6.4L | SRT 392 6.4L | SXT 3.6L,R/T 5.7L | SRT 392 6.4L,6506950AA,6506950AA,https://www.moparamerica.com/v-2017-dodge-challenger--r-t--5-7l-v8-gas/steering--steering-column-and-intermediate-shaft | https://www.moparamerica.com/v-2017-dodge-challenger--r-t-scat-pack--6-4l-v8-gas/steering--steering-column-and-intermediate-shaft | https://www.moparamerica.com/v-2017-dodge-challenger--srt-392--6-4l-v8-gas/steering--steering-column-and-intermediate-shaft | https://www.moparamerica.com/v-2017-dodge-challenger--sxt--3-6l-v6-gas/steering--steering-column-and-intermediate-shaft,https://www.moparamerica.com/v-2017-dodge-charger--r-t--5-7l-v8-gas/steering--steering-column-and-intermediate-shaft | https://www.moparamerica.com/v-2017-dodge-charger--srt-392--6-4l-v8-gas/steering--steering-column-and-intermediate-shaft
steering-column,68140569AG,2014 2021 Mopar Steering Column,R/T 5.7L | R/T Scat Pack 6.4L | SRT 392 6.4L | SXT 3.6L,R/T 5.7L | SRT 392 6.4L,68140569AG,68140569AG,https://www.moparamerica.com/v-2017-dodge-challenger--r-t--5-7l-v8-gas/steering--steering-column-and-intermediate-shaft | https://www.moparamerica.com/v-2017-dodge-challenger--r-t-scat-pack--6-4l-v8-gas/steering--steering-column-and-intermediate-shaft | https://www.moparamerica.com/v-2017-dodge-challenger--srt-392--6-4l-v8-gas/steering--steering-column-and-intermediate-shaft | https://www.moparamerica.com/v-2017-dodge-challenger--sxt--3-6l-v6-gas/steering--steering-column-and-intermediate-shaft,https://www.moparamerica.com/v-2017-dodge-charger--r-t--5-7l-v8-gas/steering--steering-column-and-intermediate-shaft | https://www.moparamerica.com/v-2017-dodge-charger--srt-392--6-4l-v8-gas/steering--steering-column-and-intermediate-shaft
steering-column,68259474AD,2014 2021 Mopar Steering Column,R/T 5.7L | R/T Scat Pack 6.4L | SRT 392 6.4L | SXT 3.6L,R/T 5.7L | SRT 392 6.4L,68259474AD,68259474AD,https://www.moparamerica.com/v-2017-dodge-challenger--r-t--5-7l-v8-gas/steering--steering-column-and-intermediate-shaft | https://www.moparamerica.com/v-2017-dodge-challenger--r-t-scat-pack--6-4l-v8-gas/steering--steering-column-and-intermediate-shaft | https://www.moparamerica.com/v-2017-dodge-challenger--srt-392--6-4l-v8-gas/steering--steering-column-and-intermediate-shaft | https://www.moparamerica.com/v-2017-dodge-challenger--sxt--3-6l-v6-gas/steering--steering-column-and-intermediate-shaft,https://www.moparamerica.com/v-2017-dodge-charger--r-t--5-7l-v8-gas/steering--steering-column-and-intermediate-shaft | https://www.moparamerica.com/v-2017-dodge-charger--srt-392--6-4l-v8-gas/steering--steering-column-and-intermediate-shaft
steering-wheel,1ZV36DX9AC,Paddle Switch Cover Bezel Right,R/T 5.7L | R/T Scat Pack 6.4L | SRT 392 6.4L | SXT 3.6L,R/T 5.7L | SRT 392 6.4L,1ZV36DX9AC,1ZV36DX9AC,https://www.moparamerica.com/v-2017-dodge-challenger--r-t--5-7l-v8-gas/steering--steering-wheel | https://www.moparamerica.com/v-2017-dodge-challenger--r-t-scat-pack--6-4l-v8-gas/steering--steering-wheel | https://www.moparamerica.com/v-2017-dodge-challenger--srt-392--6-4l-v8-gas/steering--steering-wheel | https://www.moparamerica.com/v-2017-dodge-challenger--sxt--3-6l-v6-gas/steering--steering-wheel,https://www.moparamerica.com/v-2017-dodge-charger--r-t--5-7l-v8-gas/steering--steering-wheel | https://www.moparamerica.com/v-2017-dodge-charger--srt-392--6-4l-v8-gas/steering--steering-wheel
